Identified Proteins (1678),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,Taxonomy,Acetate-R1,Acetate-R2,Acetate-R3,Arabinose-R1,Arabinose-R2,Arabinose-R3,Fumarate-R1,Fumarate-R2,Fumarate-R3,Glucose-R1,Glucose-R2,Glucose-R3,LB-R1,LB-R2,LB-R3,Mannitol-R1,Mannitol-R2,Mannitol-R3,Mannose-R1,Mannose-R2,Mannose-R3,Protocatechuate-R1,Protocatechuate-R2,Protocatechuate-R3,Ribose-R1,Ribose-R2,Ribose-R3,Succinate-R1,Succinate-R2,Succinate-R3,Xylose-R1,Xylose-R2,Xylose-R3
"ABC transporter, substrate binding protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3487 PE=4 SV=1",A9CFA6,Atu3487,35 kDa,,unknown,14.394,12.727,5.9342,2.9419,2.3781,6.0084,7.2612,5.7931,7.6393,14.375,16.629,18.209,3.6469,2.2017,4.0045,14.909,13.803,15.162,15.881,12.836,12.085,14.623,13.703,15.348,16.764,12.578,18.03,4.0002,4.6467,5.5656,12.225,12.245,9.0972
"ABC transporter, substrate binding protein (Sulfate) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0820 PE=4 SV=1",A9CJV0,Atu0820,37 kDa,,unknown,8.6364,4.2422,8.3079,13.729,7.1342,13.018,24.507,23.172,21.963,5.2272,5.5431,6.0696,1.8235,1.1008,2.0022,10.933,11.831,10.108,9.9257,6.9115,6.0424,5.2224,3.9151,5.116,8.8234,7.74,7.5916,17.001,16.728,15.769,11.285,8.4776,9.0972
Peptidoglycan-associated lipoprotein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pal PE=3 SV=1,Q8U9L5,pal,19 kDa,,unknown,10.556,12.727,16.616,11.767,15.457,11.015,9.0766,8.6897,6.6844,14.375,11.086,9.1043,10.941,13.21,9.0101,7.9512,12.817,9.0972,10.918,10.861,10.071,10.445,9.7876,10.232,8.8234,8.7075,7.5916,9.0005,7.4348,8.3484,7.5233,7.5356,9.0972
K(+)-insensitive pyrophosphate-energized proton pump OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hppA PE=1 SV=1,Q8UG67,hppA,73 kDa,,unknown,19.192,19.09,17.803,2.9419,3.5671,3.0042,2.723,3.8621,3.8196,11.761,12.195,10.116,5.4704,4.4033,5.0056,3.9756,4.9297,5.054,7.9405,7.8989,7.0494,19.845,16.639,18.418,17.647,22.253,19.928,2.0001,2.788,2.7828,17.868,16.013,18.194
Lon protease OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=lon PE=2 SV=1,A9CJB5,lon,89 kDa,,unknown,12.475,10.605,11.868,6.8643,7.1342,9.0127,13.615,13.517,9.5491,6.5339,8.869,12.139,18.235,16.513,19.021,5.9634,7.8876,9.0972,4.9628,8.8862,7.0494,5.2224,5.8726,7.1624,15,16.448,17.081,9.0005,8.3641,7.4208,11.285,14.129,12.13
"ABC transporter, substrate binding protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3239 PE=4 SV=1",A9CEW7,Atu3239,46 kDa,,unknown,7.6768,8.4844,5.9342,5.8837,2.3781,6.0084,0.90766,0,0,1.3068,4.4345,4.0464,0,0,0,0,0,1.0108,2.9777,2.9621,2.0141,7.3114,4.8938,5.116,7.9411,8.7075,10.438,0,0,0,78.995,78.182,84.907
Two component response regulator OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4162 PE=4 SV=2,Q7CU78,Atu4162,29 kDa,,unknown,7.6768,8.4844,7.1211,11.767,5.9451,11.015,9.9842,9.6552,8.5942,9.1475,7.7603,11.128,17.323,18.714,15.017,10.933,7.8876,10.108,11.911,15.798,14.099,6.2669,5.8726,4.0928,13.235,12.578,14.234,9.0005,10.223,10.204,7.5233,7.5356,9.0972
Trypsin OS=Sus scrofa PE=1 SV=1,P00761,,24 kDa,,unknown,7.6768,15.908,20.176,11.767,24.97,13.018,6.3536,10.621,7.6393,30.056,15.521,10.116,8.2056,18.714,8.0089,8.9451,9.8595,10.108,6.948,6.9115,9.0636,10.445,8.8089,9.2088,7.0587,7.74,7.5916,11.001,6.5054,8.3484,6.5829,5.6517,9.0972
Protein HflK OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hflK PE=3 SV=2,Q7CY01,hflK,40 kDa,,unknown,13.434,7.4238,5.9342,13.729,10.701,12.017,10.892,11.586,11.459,6.5339,7.7603,8.0927,17.323,16.513,14.016,10.933,11.831,13.14,9.9257,9.8736,10.071,6.2669,8.8089,9.2088,7.0587,7.74,6.6427,9.0005,8.3641,9.276,10.345,9.4195,11.119
O-acetylhomoserine sulfhydrylase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=cysD PE=3 SV=1,A9CJB9,cysD,45 kDa,TRUE,unknown,10.556,8.4844,7.1211,5.8837,4.7561,8.0113,9.9842,8.6897,7.6393,7.8407,6.6517,9.1043,9.1174,6.605,9.0101,10.933,10.845,6.0648,9.9257,7.8989,14.099,12.534,12.724,9.2088,15,13.545,18.03,8.0004,10.223,11.131,15.047,18.839,14.151
Carbamoyl-phosphate synthase small chain OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=carA PE=3 SV=2,Q8UDF7,carA,43 kDa,,unknown,8.6364,6.3633,7.1211,4.9031,8.3232,10.014,15.43,14.483,19.098,7.8407,8.869,9.1043,8.2056,6.605,7.0078,8.9451,10.845,6.0648,6.948,9.8736,10.071,9.4003,6.8513,7.1624,8.8234,5.805,10.438,15.001,13.011,18.552,7.5233,11.303,10.108
Methionine--tRNA ligase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=metG PE=3 SV=1,Q8UFA2,metG,58 kDa,,unknown,6.7172,8.4844,8.3079,8.8256,10.701,9.0127,19.968,17.379,20.053,6.5339,8.869,9.1043,18.235,16.513,15.017,8.9451,7.8876,11.119,6.948,7.8989,9.0636,6.2669,8.8089,7.1624,8.8234,10.643,7.5916,12.001,18.587,13.914,6.5829,6.5937,8.0864
"ABC transporter, nucleotide binding/ATPase protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=gguA PE=4 SV=2",Q7CX97,gguA,57 kDa,TRUE,unknown,1.9192,3.1816,3.5605,37.264,35.671,34.048,2.723,1.931,0,16.988,17.738,14.162,2.7352,2.2017,3.0034,12.921,12.817,13.14,13.896,13.823,16.113,2.089,0.97876,3.0696,15.882,17.415,13.285,3.0002,2.788,2.7828,10.345,8.4776,8.0864
Phosphoribosylformylglycinamidine cyclo-ligase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=purM PE=3 SV=2,Q8UG98,purM,37 kDa,,unknown,10.556,9.5449,5.9342,9.8062,8.3232,11.015,13.615,12.552,13.369,10.454,13.303,11.128,9.1174,7.7058,8.0089,6.9573,12.817,6.0648,7.9405,9.8736,9.0636,9.4003,10.766,8.1856,11.47,9.675,12.336,13.001,13.94,16.697,11.285,11.303,11.119
NADH ubiquinone oxidoreductase chain E OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=nuoE PE=4 SV=1,A9CJA7,nuoE,40 kDa,,unknown,7.6768,8.4844,9.4948,8.8256,9.5122,16.023,9.9842,11.586,10.504,9.1475,8.869,10.116,10.941,11.008,8.0089,11.927,9.8595,10.108,11.911,12.836,10.071,10.445,8.8089,10.232,7.9411,6.7725,8.5406,12.001,8.3641,11.131,8.4637,6.5937,6.0648
Aminopeptidase N OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pepN PE=4 SV=1,A9CJM4,pepN,97 kDa,,unknown,9.5961,12.727,14.242,10.787,5.9451,9.0127,11.8,10.621,11.459,10.454,9.9776,9.1043,6.3821,5.5042,6.0067,11.927,11.831,11.119,11.911,10.861,10.071,8.3559,12.724,14.325,8.8234,8.7075,10.438,11.001,11.152,11.131,13.166,8.4776,10.108
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2130 PE=4 SV=2,Q7CXT7,Atu2130,12 kDa,,unknown,9.5961,9.5449,10.682,8.8256,11.89,9.0127,9.9842,10.621,10.504,11.761,9.9776,10.116,7.2939,9.9075,10.011,9.939,9.8595,11.119,9.9257,9.8736,10.071,9.4003,9.7876,9.2088,7.9411,8.7075,10.438,10.001,9.2935,12.059,8.4637,7.5356,12.13
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0116 PE=4 SV=2,Q7D260,Atu0116,14 kDa,,unknown,15.354,13.787,16.616,1.9612,1.189,1.0014,1.8153,0.96552,0.95491,19.602,18.847,19.22,0.91174,1.1008,1.0011,4.9695,2.9578,4.0432,10.918,14.81,14.099,8.3559,6.8513,9.2088,15,15.48,15.183,1.0001,0.92935,0,15.987,18.839,19.205
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4351 PE=1 SV=1,Q7CUQ2,Atu4351,25 kDa,,unknown,13.434,15.908,10.682,6.8643,7.1342,5.007,6.3536,4.8276,5.7295,11.761,11.086,9.1043,10.029,8.8067,9.0101,6.9573,8.8735,7.0756,8.9331,7.8989,8.0565,10.445,7.8301,7.1624,16.764,17.415,18.979,5.0003,4.6467,4.638,7.5233,13.187,13.14
Isoleucine--tRNA ligase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ileS PE=3 SV=1,Q8UHJ6,ileS,108 kDa,,unknown,11.515,13.787,7.1211,8.8256,7.1342,7.0099,14.522,7.7241,12.414,7.8407,11.086,11.128,5.4704,4.4033,3.0034,4.9695,8.8735,6.0648,9.9257,8.8862,10.071,10.445,7.8301,9.2088,12.353,9.675,11.387,10.001,8.3641,10.204,12.225,10.362,13.14
Aminotransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3300 PE=3 SV=1,A9CEZ4,Atu3300,49 kDa,,unknown,6.7172,7.4238,4.7474,10.787,16.646,13.018,7.2612,4.8276,5.7295,9.1475,4.4345,7.0811,16.411,22.017,16.018,14.909,12.817,11.119,5.9554,6.9115,10.071,8.3559,11.745,8.1856,7.0587,9.675,8.5406,8.0004,3.7174,6.4932,9.4041,9.4195,12.13
"ABC transporter, substrate binding protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3253 PE=4 SV=1",A9CEX5,Atu3253,36 kDa,,unknown,11.515,10.605,11.868,5.8837,5.9451,6.0084,2.723,3.8621,1.9098,9.1475,9.9776,10.116,6.3821,5.5042,6.0067,7.9512,3.9438,7.0756,7.9405,11.848,10.071,14.623,15.66,10.232,17.647,15.48,18.979,0,2.788,3.7104,16.927,16.955,18.194
NADH-quinone oxidoreductase subunit C OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=nuoC PE=3 SV=1,A9CJB1,nuoC,23 kDa,,unknown,9.5961,12.727,7.1211,10.787,10.701,11.015,8.1689,10.621,10.504,13.068,7.7603,11.128,8.2056,13.21,8.0089,12.921,12.817,9.0972,10.918,10.861,11.078,8.3559,6.8513,9.2088,7.0587,10.643,10.438,11.001,13.011,8.3484,8.4637,10.362,8.0864
Ribosome-binding ATPase YchF OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=ychF PE=3 SV=2,Q7CXK1,ychF,40 kDa,,unknown,11.515,8.4844,10.682,9.8062,10.701,9.0127,18.153,13.517,20.053,7.8407,11.086,11.128,9.1174,6.605,9.0101,7.9512,9.8595,10.108,5.9554,10.861,10.071,10.445,9.7876,9.2088,8.8234,6.7725,6.6427,12.001,15.799,17.624,6.5829,8.4776,9.0972
Long-chain-fatty-acid-CoA-ligase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fadD PE=4 SV=1,A9CKB2,fadD,62 kDa,,unknown,8.6364,5.3027,5.9342,4.9031,7.1342,7.0099,8.1689,6.7586,8.5942,9.1475,7.7603,8.0927,15.499,7.7058,13.015,6.9573,7.8876,9.0972,6.948,8.8862,8.0565,6.2669,4.8938,8.1856,23.823,19.35,18.979,5.0003,3.7174,2.7828,13.166,11.303,12.13
"ABC transporter, nucleotide binding/ATPase protein (Sugar) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=frcA PE=4 SV=1",A9CKR5,frcA,28 kDa,,unknown,5.7576,6.3633,4.7474,6.8643,5.9451,6.0084,2.723,2.8965,1.9098,7.8407,7.7603,9.1043,7.2939,5.5042,7.0078,26.835,23.663,26.281,27.792,28.633,27.191,5.2224,3.9151,6.1392,10.588,11.61,11.387,2.0001,0.92935,0.9276,7.5233,7.5356,5.054
Universal stress protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0904 PE=3 SV=1,A9CJR6,Atu0904,15 kDa,,unknown,8.6364,9.5449,9.4948,13.729,16.646,14.02,7.2612,7.7241,6.6844,7.8407,6.6517,8.0927,18.235,18.714,19.021,15.902,15.775,13.14,8.9331,8.8862,9.0636,11.489,10.766,10.232,7.9411,7.74,5.6937,9.0005,8.3641,7.4208,7.5233,8.4776,8.0864
"Glutamate synthase, small subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=gltD PE=4 SV=1",A9CFN1,gltD,53 kDa,,unknown,8.6364,11.666,8.3079,7.8449,8.3232,5.007,14.522,17.379,17.188,14.375,12.195,9.1043,0,0,0,11.927,8.8735,12.13,8.9331,5.9241,10.071,6.2669,6.8513,6.1392,5.294,7.74,3.7958,15.001,13.011,18.552,10.345,10.362,11.119
Phosphogluconate dehydratase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=edd PE=3 SV=1,A9CK56,edd,65 kDa,,unknown,1.9192,1.0605,3.5605,2.9419,1.189,2.0028,2.723,3.8621,1.9098,20.909,17.738,17.197,10.029,12.109,13.015,22.86,23.663,24.259,20.844,16.785,17.12,2.089,0.97876,1.0232,9.7057,14.513,10.438,3.0002,2.788,2.7828,11.285,12.245,11.119
Malate synthase G OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=glcB PE=3 SV=2,Q8UJ85,glcB,80 kDa,,unknown,41.263,37.119,34.419,49.031,49.939,52.073,2.723,3.8621,1.9098,0,3.3259,0,2.7352,3.3025,2.0022,3.9756,2.9578,2.0216,2.9777,0.98736,2.0141,2.089,0.97876,3.0696,2.647,0.9675,1.8979,2.0001,1.8587,0.9276,1.8808,2.8259,2.0216
Gluconolactonase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4029 PE=4 SV=2,Q7CTW5,Atu4029,34 kDa,,unknown,22.071,13.787,15.429,0.98062,0,7.0099,9.0766,8.6897,10.504,0,1.1086,0,1.8235,0,1.0011,11.927,4.9297,4.0432,0.99257,1.9747,1.0071,9.4003,1.9575,1.0232,25.588,25.155,30.367,2.0001,8.3641,9.276,27.272,27.317,23.248
DNA-directed RNA polymerase subunit omega OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rpoZ PE=3 SV=1,Q8UGK8,rpoZ,14 kDa,,unknown,8.6364,12.727,14.242,8.8256,10.701,11.015,9.9842,10.621,9.5491,9.1475,9.9776,10.116,6.3821,12.109,8.0089,7.9512,9.8595,11.119,9.9257,9.8736,11.078,8.3559,8.8089,9.2088,7.9411,6.7725,8.5406,10.001,8.3641,10.204,8.4637,8.4776,9.0972
"ABC transporter, substrate binding protein (Oligopeptide) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4626 PE=4 SV=2",Q7CVF6,Atu4626,58 kDa,TRUE,unknown,8.6364,6.3633,5.9342,5.8837,3.5671,7.0099,11.8,12.552,17.188,6.5339,6.6517,8.0927,6.3821,1.1008,5.0056,3.9756,3.9438,4.0432,8.9331,6.9115,9.0636,5.2224,6.8513,8.1856,18.529,16.448,20.877,6.0003,2.788,3.7104,15.987,24.491,19.205
Beta (1-->2) glucan biosynthesis protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=chvB PE=4 SV=2,Q7CWD9,chvB,316 kDa,,unknown,7.6768,7.4238,5.9342,9.8062,7.1342,9.0127,7.2612,9.6552,9.5491,7.8407,9.9776,9.1043,3.6469,4.4033,4.0045,10.933,8.8735,10.108,10.918,10.861,10.071,11.489,12.724,11.255,15.882,8.7075,14.234,14.001,13.011,12.059,9.4041,10.362,7.0756
Aldehyde dehydrogenase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4153 PE=3 SV=2,Q7CU70,Atu4153,54 kDa,,unknown,2.8788,3.1816,4.7474,0.98062,2.3781,2.0028,7.2612,5.7931,6.6844,7.8407,4.4345,0,49.234,48.437,52.058,0,2.9578,1.0108,0.99257,0.98736,2.0141,2.089,1.9575,0,8.8234,11.61,10.438,6.0003,3.7174,4.638,15.047,13.187,15.162
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2156 PE=4 SV=2,Q7CXR1,Atu2156,47 kDa,,unknown,9.5961,10.605,8.3079,5.8837,3.5671,6.0084,9.0766,8.6897,7.6393,9.1475,8.869,9.1043,4.5587,4.4033,4.0045,9.939,13.803,13.14,11.911,10.861,13.092,11.489,12.724,10.232,6.1764,6.7725,8.5406,5.0003,4.6467,11.131,12.225,10.362,8.0864
Sec translocon accessory complex subunit YajC OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=yajC PE=3 SV=1,A9CIX5,yajC,13 kDa,,unknown,8.6364,12.727,10.682,7.8449,11.89,9.0127,8.1689,8.6897,8.5942,11.761,8.869,7.0811,7.2939,8.8067,7.0078,11.927,10.845,8.0864,9.9257,7.8989,8.0565,9.4003,7.8301,9.2088,6.1764,7.74,6.6427,9.0005,10.223,8.3484,7.5233,6.5937,8.0864
"ABC transporter, substrate binding protein (Amino acid) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4535 PE=4 SV=2",Q7CV72,Atu4535,30 kDa,TRUE,unknown,6.7172,9.5449,7.1211,3.9225,2.3781,4.0056,0.90766,1.931,0.95491,15.681,12.195,11.128,0.91174,2.2017,2.0022,4.9695,6.9016,8.0864,10.918,9.8736,13.092,39.69,37.193,37.858,12.353,15.48,12.336,0,0.92935,0.9276,10.345,14.129,12.13
Multifunctional fusion protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=secD PE=3 SV=2,Q7CYZ3,secD,93 kDa,,unknown,9.5961,10.605,13.055,7.8449,9.5122,7.0099,11.8,13.517,10.504,9.1475,12.195,11.128,8.2056,9.9075,9.0101,9.939,9.8595,10.108,8.9331,10.861,10.071,9.4003,10.766,7.1624,4.4117,5.805,5.6937,10.001,13.011,12.059,8.4637,5.6517,7.0756
"ABC transporter, substrate binding protein (Amino acid) OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu4678 PE=4 SV=1",A9CGZ5,Atu4678,29 kDa,,unknown,12.475,10.605,11.868,5.8837,2.3781,6.0084,3.6306,2.8965,3.8196,9.1475,6.6517,7.0811,28.264,22.017,22.025,5.9634,3.9438,6.0648,6.948,7.8989,8.0565,10.445,8.8089,10.232,11.47,12.578,11.387,3.0002,1.8587,3.7104,15.047,17.897,16.173
Succinate dehydrogenase iron-sulfur subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=sdhB PE=3 SV=1,A9CHJ9,sdhB,30 kDa,,unknown,11.515,11.666,10.682,11.767,14.268,12.017,13.615,11.586,11.459,6.5339,5.5431,9.1043,7.2939,7.7058,11.012,5.9634,5.9157,6.0648,6.948,4.9368,7.0494,9.4003,10.766,10.232,4.4117,5.805,5.6937,14.001,10.223,11.131,4.7021,5.6517,6.0648
50S ribosomal protein L11 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=rplK PE=3 SV=1,Q8UE04,rplK,15 kDa,,unknown,10.556,7.4238,8.3079,5.8837,10.701,9.0127,9.9842,8.6897,10.504,13.068,9.9776,10.116,7.2939,7.7058,6.0067,9.939,8.8735,9.0972,8.9331,6.9115,8.0565,11.489,7.8301,11.255,7.0587,7.74,7.5916,11.001,12.081,9.276,10.345,7.5356,10.108
3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fabF PE=3 SV=2,Q7CZZ8,fabF,44 kDa,,unknown,9.5961,10.605,8.3079,8.8256,7.1342,10.014,12.707,9.6552,10.504,9.1475,9.9776,9.1043,8.2056,8.8067,11.012,9.939,8.8735,11.119,8.9331,9.8736,9.0636,7.3114,7.8301,7.1624,9.7057,6.7725,6.6427,9.0005,11.152,12.059,9.4041,11.303,9.0972
ATP synthase subunit c OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=atpC PE=3 SV=1,A9CK02,atpC,8 kDa,,unknown,6.7172,7.4238,10.682,9.8062,11.89,9.0127,9.0766,10.621,10.504,9.1475,11.086,10.116,7.2939,7.7058,7.0078,8.9451,8.8735,9.0972,6.948,8.8862,8.0565,10.445,8.8089,10.232,6.1764,9.675,7.5916,8.0004,8.3641,9.276,9.4041,7.5356,7.0756
Peptidyl-dipeptidase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=dcp PE=3 SV=2,Q7CWI9,dcp,76 kDa,,unknown,7.6768,8.4844,8.3079,6.8643,5.9451,4.0056,9.9842,8.6897,7.6393,9.1475,6.6517,7.0811,10.941,13.21,9.0101,8.9451,9.8595,10.108,11.911,7.8989,10.071,8.3559,7.8301,9.2088,8.8234,6.7725,8.5406,10.001,10.223,9.276,10.345,10.362,7.0756
Cytochrome c1 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=fbcC PE=4 SV=2,Q7CXJ8,fbcC,32 kDa,,unknown,8.6364,8.4844,9.4948,10.787,9.5122,10.014,5.4459,4.8276,4.7746,5.2272,7.7603,6.0696,9.1174,8.8067,7.0078,8.9451,7.8876,8.0864,6.948,8.8862,9.0636,8.3559,8.8089,9.2088,8.8234,8.7075,12.336,6.0003,7.4348,6.4932,7.5233,9.4195,9.0972
Rubrerythrin domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu0251 PE=4 SV=1,A9CKH9,Atu0251,36 kDa,,unknown,3.8384,4.2422,0,26.477,26.159,25.035,0.90766,2.8965,2.8647,13.068,12.195,13.151,1.8235,1.1008,2.0022,20.872,18.733,20.216,18.859,18.76,17.12,4.1779,6.8513,6.1392,0,0,0,7.0004,7.4348,7.4208,0.94041,0,0
Protein HflC OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=hflC PE=3 SV=1,A9CIC9,hflC,35 kDa,,unknown,10.556,11.666,9.4948,7.8449,4.7561,7.0099,9.9842,12.552,10.504,6.5339,6.6517,8.0927,10.029,13.21,11.012,5.9634,9.8595,8.0864,8.9331,4.9368,8.0565,8.3559,6.8513,7.1624,7.0587,7.74,8.5406,6.0003,6.5054,4.638,9.4041,7.5356,10.108
YjgF_endoribonc domain-containing protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu1372 PE=1 SV=1,A9CJ63,Atu1372,16 kDa,,unknown,8.6364,6.3633,8.3079,6.8643,8.3232,7.0099,7.2612,6.7586,7.6393,6.5339,9.9776,7.0811,9.1174,6.605,8.0089,8.9451,8.8735,9.0972,9.9257,8.8862,6.0424,11.489,10.766,10.232,9.7057,11.61,8.5406,12.001,10.223,10.204,9.4041,7.5356,8.0864
DNA gyrase subunit A OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=gyrA PE=3 SV=2,Q7CZ37,gyrA,101 kDa,TRUE,unknown,10.556,7.4238,10.682,8.8256,3.5671,8.0113,9.9842,7.7241,8.5942,5.2272,7.7603,7.0811,11.853,11.008,14.016,9.939,8.8735,8.0864,6.948,8.8862,7.0494,10.445,6.8513,5.116,7.0587,12.578,8.5406,9.0005,10.223,10.204,10.345,7.5356,9.0972
Periplasmic mannitol-binding protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu3368 PE=3 SV=1,A9CF33,Atu3368,40 kDa,TRUE,unknown,21.111,20.15,21.363,0.98062,1.189,1.0014,0.90766,0,0,5.2272,8.869,9.1043,4.5587,2.2017,5.0056,0.9939,0.98595,2.0216,9.9257,6.9115,9.0636,12.534,10.766,11.255,22.941,15.48,20.877,0,0,0,15.047,17.897,14.151
Uncharacterized protein OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2746 PE=4 SV=2,Q7CWC6,Atu2746,25 kDa,TRUE,unknown,10.556,10.605,10.682,7.8449,10.701,9.0127,9.9842,8.6897,9.5491,9.1475,8.869,9.1043,7.2939,6.605,8.0089,8.9451,7.8876,8.0864,6.948,7.8989,8.0565,11.489,10.766,10.232,9.7057,7.74,8.5406,11.001,9.2935,8.3484,6.5829,6.5937,8.0864
Cytochrome c oxidase subunit 2 OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=coxB PE=3 SV=2,Q7D0Q4,coxB,32 kDa,,unknown,9.5961,10.605,14.242,2.9419,1.189,10.014,7.2612,5.7931,9.5491,9.1475,9.9776,11.128,0,0,0,5.9634,7.8876,6.0648,9.9257,5.9241,8.0565,13.578,9.7876,9.2088,7.9411,10.643,12.336,6.0003,7.4348,7.4208,9.4041,8.4776,12.13
Leucine--tRNA ligase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=leuS PE=3 SV=1,Q8UBV2,leuS,98 kDa,,unknown,8.6364,7.4238,13.055,5.8837,5.9451,5.007,12.707,10.621,14.324,2.6136,9.9776,4.0464,10.941,18.714,12.013,7.9512,10.845,10.108,1.9851,5.9241,4.0282,6.2669,3.9151,7.1624,6.1764,6.7725,2.8469,12.001,12.081,11.131,7.5233,5.6517,6.0648
Aminotransferase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=Atu2015 PE=4 SV=1,A9CIE1,Atu2015,45 kDa,,unknown,7.6768,9.5449,9.4948,10.787,9.5122,8.0113,7.2612,8.6897,11.459,10.454,9.9776,9.1043,5.4704,4.4033,4.0045,5.9634,7.8876,9.0972,8.9331,7.8989,10.071,6.2669,6.8513,8.1856,7.0587,5.805,7.5916,7.0004,6.5054,6.4932,8.4637,7.5356,8.0864
NAD(P) transhydrogenase subunit alpha OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=pntA PE=3 SV=1,A9CHR5,pntA,56 kDa,,unknown,8.6364,11.666,9.4948,10.787,8.3232,11.015,5.4459,5.7931,5.7295,9.1475,8.869,9.1043,4.5587,4.4033,4.0045,7.9512,12.817,11.119,7.9405,7.8989,7.0494,9.4003,11.745,8.1856,3.5294,3.87,1.8979,8.0004,7.4348,6.4932,8.4637,8.4776,8.0864
Glycine--tRNA ligase beta subunit OS=Agrobacterium fabrum (strain C58 / ATCC 33970) OX=176299 GN=glyS PE=3 SV=1,A9CK39,glyS,79 kDa,,unknown,5.7576,6.3633,9.4948,8.8256,7.1342,9.0127,9.9842,13.517,12.414,6.5339,6.6517,8.0927,9.1174,13.21,8.0089,6.9573,6.9016,7.0756,7.9405,5.9241,8.0565,4.1779,3.9151,6.1392,7.9411,6.7725,5.6937,11.001,10.223,11.131,8.4637,9.4195,5.054
